source,target
0,742
0,104
0,2519
0,790
0,1059
0,849
0,2011
0,2718
0,2694
0,2708
0,1632
0,1473
0,1489
0,922
0,1270
0,1525
0,1427
0,1690
0,1307
0,866
0,579
0,2280
0,186
0,1796
0,2537
0,2139
0,1661
0,1912
0,416
0,2055
0,2101
0,1439
0,2100
0,286
0,865
0,1085
0,2036
0,284
0,55
0,1199
0,333
0,1364
0,1416
0,2368
0,1980
0,2507
0,869
0,1355
0,2220
0,2381
0,2444
0,841
0,654
0,1428
0,2908
0,2037
0,2233
0,316
0,1356
0,474
0,1641
0,2202
0,281
0,2899
0,673
0,2478
0,486
0,1841
0,1679
0,348
0,259
0,1403
0,662
0,1635
0,2460
0,422
0,2488
0,2604
0,1861
0,1685
0,1120
0,2247
0,2840
0,122
0,1399
0,1986
0,1385
0,390
0,51
0,633
0,1362
0,2162
0,1637
0,2695
0,1376
0,1638
0,165
1,562
1,400
1,1268
1,1884
1,719
1,1272
1,1579
1,2677
1,207
1,2736
1,2746
1,2613
1,122
1,1869
1,716
1,548
1,244
1,1608
1,858
1,1281
1,519
1,2099
1,2782
1,2286
1,1383
1,1084
1,1691
1,455
1,1533
1,2814
1,65
1,2602
1,926
1,143
1,1706
1,2659
1,1205
1,2002
1,2062
1,456
1,567
1,1806
1,2695
1,1748
1,1968
1,2533
1,150
1,1078
1,1732
1,2647
1,2404
1,2279
1,2156
1,2866
1,1216
1,2090
1,108
1,2820
1,2245
1,2095
1,130
1,460
1,780
1,1083
1,699
1,2055
1,555
1,2914
1,1286
1,1447
1,2094
1,2668
1,2255
1,262
1,159
1,1211
1,2805
1,2411
1,628
1,1875
1,1625
1,2985
1,384
1,2256
1,2747
1,1613
1,2838
1,2670
1,807
1,2499
1,1263
1,2768
1,316
1,1419
1,451
1,938
1,530
1,828
1,575
1,2065
1,1777
2,676
2,2050
2,446
2,644
2,814
2,1404
2,115
2,1510
2,1829
2,851
2,376
2,2099
2,408
2,486
2,1022
2,5
2,343
2,1107
2,2605
2,1813
2,1420
2,179
2,478
2,1543
2,1138
2,2495
3,799
3,2627
3,606
3,2005
3,1417
3,1952
3,556
3,2641
3,2131
3,1342
3,1041
3,23
3,1237
3,795
3,1582
3,371
3,1323
3,2449
3,1896
3,47
3,1181
3,635
3,102
3,33
3,265
3,3023
3,2663
3,1494
3,4
3,288
4,686
4,503
4,1132
4,2434
4,1621
4,2059
4,517
4,2796
4,2447
4,235
4,1261
4,1648
4,2773
4,2445
4,1243
4,939
4,624
4,1390
4,2204
4,2783
4,362
4,2529
4,1687
4,1290
4,1893
4,347
4,1327
4,402
4,883
4,2667
4,1654
4,2736
4,2014
4,2735
4,2390
4,735
4,1702
4,2154
4,2455
4,2072
4,675
4,2901
4,1371
4,1514
4,579
4,1235
4,2387
4,1941
4,1604
4,2135
4,845
4,1881
4,2931
4,2251
4,2624
4,2936
4,1749
4,80
4,2053
4,2986
4,1666
4,2250
4,78
4,2151
4,2373
4,1376
4,1096
4,933
4,2220
4,926
4,2309
4,70
4,2188
4,2481
4,2930
4,1345
4,874
4,2918
4,2194
4,2108
4,2056
4,909
4,1671
5,1850
5,1438
5,1920
5,1347
5,2342
5,1018
5,1075
5,1797
5,2592
5,149
5,2879
5,26
5,1808
5,2858
5,309
5,2788
5,1255
5,616
5,2284
5,2437
5,418
5,1461
5,435
5,824
5,937
5,1130
5,2516
5,184
5,1594
5,902
5,1366
5,1927
5,2482
5,2828
6,203
6,303
6,1584
6,1885
6,2136
6,1995
6,352
6,1452
6,2419
6,2436
6,2000
6,333
6,1053
6,2831
6,1313
6,87
6,332
6,1753
6,1023
6,582
6,2867
6,2494
6,2460
6,291
6,2859
6,2853
6,1404
6,78
6,1604
6,871
6,1366
6,242
6,2368
6,849
6,719
6,805
6,2327
6,2430
6,625
6,2116
6,312
6,2523
6,2634
6,2117
6,2588
6,2753
6,1354
6,545
6,1645
6,35
6,1809
6,2771
6,1475
6,2605
6,2725
6,3002
6,738
6,2528
6,100
6,1501
6,586
6,1680
6,2856
6,614
6,1512
6,56
7,2286
7,1142
7,46
7,513
7,2736
7,8
7,1113
7,807
7,121
7,2861
7,2587
7,90
7,2361
7,2362
7,755
8,2038
8,2836
8,2234
8,190
8,1481
8,1129
8,1418
8,613
8,2227
8,1413
8,979
8,85
8,1111
8,2329
8,1238
8,1613
8,2976
8,1909
8,2028
8,994
8,1898
9,2612
9,483
9,1354
9,1618
9,335
9,2820
9,2828
9,434
9,2882
9,1813
9,1409
9,1052
9,1667
9,1078
9,1041
9,1417
9,565
9,2710
9,386
9,1156
9,1803
9,1742
9,2754
9,455
9,2199
9,1038
9,2587
9,2965
9,2124
9,288
9,14
9,2536
9,2149
9,835
9,1022
10,1599
10,1547
10,119
10,278
10,655
10,1190
10,1851
10,2040
10,128
10,2217
10,2664
10,1076
10,696
10,134
10,520
10,1102
10,183
10,39
10,125
10,1872
10,1121
10,2329
10,1319
10,148
10,1095
10,1971
10,1368
10,2610
10,835
10,1053
10,1901
10,2341
10,865
10,2871
10,827
10,2204
10,928
10,1698
10,168
10,2966
10,2045
11,2447
11,841
11,243
11,2293
11,1580
11,2344
11,1500
11,2788
11,2263
11,2831
11,723
11,1789
11,244
11,1421
11,322
11,1615
11,2649
