source,target
0,742
0,104
0,790
0,1059
0,849
0,2011
0,2718
0,2708
0,1473
0,1525
0,1427
0,1307
0,579
0,2280
0,1796
0,2537
0,2139
0,1661
0,2055
0,2101
0,1439
0,865
0,1085
0,2036
0,284
0,55
0,1199
0,1364
0,1416
0,2368
0,1980
0,869
0,2220
0,2444
0,841
0,654
0,2233
0,316
0,474
0,2202
0,281
0,2899
0,2478
0,486
0,1841
0,348
0,259
0,1403
0,662
0,2460
0,422
0,2488
0,1861
0,1685
0,1120
0,2840
0,122
0,1399
0,1986
0,1385
0,390
0,51
0,1362
0,2162
0,1637
0,2695
0,1376
0,1638
0,165
0,1377
0,332
0,2633
0,2608
0,227
0,1004
0,383
0,637
0,854
0,1363
0,1166
0,2206
0,2224
0,1425
0,2130
0,2755
0,897
0,429
0,965
0,1648
0,1565
0,644
0,636
0,599
0,476
0,2627
0,1889
0,1361
1,562
1,400
1,719
1,1272
1,1579
1,2677
1,2736
1,2746
1,2613
1,1869
1,716
1,548
1,1608
1,1281
1,2286
1,1084
1,1691
1,1533
1,65
1,926
1,143
1,1706
1,2659
1,1205
1,2002
1,567
1,1806
1,1968
1,2533
1,150
1,1078
1,1732
1,2647
1,2279
1,2156
1,2090
1,2820
1,2095
1,130
1,460
1,1083
1,699
1,555
1,1286
1,1447
1,2094
1,2668
1,262
1,159
1,1211
1,2411
1,628
1,1625
1,384
1,2256
1,2747
1,1613
1,807
1,2499
1,2768
1,316
1,1419
1,451
1,938
1,530
1,575
1,2065
1,1777
1,1995
1,2110
1,2185
1,2067
1,1626
1,1775
1,175
1,1247
1,2862
1,864
1,1652
1,2395
1,2463
1,866
1,453
1,2188
1,338
1,1334
1,2369
1,731
1,1515
1,273
1,2931
1,2945
1,2158
1,2785
1,2056
1,1740
1,1486
1,692
1,2880
2,676
2,2050
2,446
2,644
2,814
2,115
2,851
2,376
2,408
2,486
2,1022
2,5
2,2605
2,1813
2,179
2,478
2,2495
2,1109
2,1596
2,1770
2,410
2,206
2,563
2,2986
2,2598
2,737
3,799
3,2627
3,606
3,2005
3,1952
3,556
3,2641
3,2131
3,1342
3,1041
3,23
3,1237
3,795
3,1323
3,2449
3,47
3,1181
3,635
3,102
3,33
3,265
3,3023
3,2663
3,1494
3,288
3,2220
3,2616
3,1425
3,2664
3,9
3,1790
4,503
4,1132
4,2434
4,2059
4,517
4,2796
4,2447
4,235
4,2773
4,2445
4,939
4,624
4,1390
4,2204
4,2783
4,362
4,2529
4,1327
4,883
4,2667
4,1654
4,2735
4,2390
4,735
4,1702
4,2154
4,2072
4,2901
4,1514
4,579
4,1235
4,2387
4,1941
4,2135
4,845
4,1881
4,2931
4,2251
4,2624
4,2936
4,1749
4,2053
4,2986
4,1666
4,2151
4,2373
4,1376
4,1096
4,933
4,926
4,2309
4,2188
4,2481
4,2930
4,1345
4,874
4,2194
4,2108
4,909
4,1043
4,2492
4,1794
4,1713
4,2118
4,706
4,2052
4,1424
4,1529
4,3028
4,3061
4,2027
4,1296
4,2042
4,49
4,80
4,877
4,2023
4,2659
4,1277
4,1150
4,2444
4,214
4,2613
5,1850
5,1438
5,1920
5,2342
5,149
5,2858
5,2788
5,616
5,2284
5,418
5,1461
5,435
5,937
5,1130
5,184
5,1594
5,1927
5,2828
5,493
5,780
5,1604
5,2617
5,807
5,1932
5,165
5,3027
5,1271
5,1224
5,2849
5,2682
5,39
5,1809
5,424
5,215
6,203
6,303
6,1584
6,1885
6,1995
6,1452
6,2419
6,2436
6,2000
6,333
6,2831
6,87
6,332
6,582
6,2867
6,2460
6,291
6,1404
6,78
6,871
6,242
6,849
6,2327
6,2430
6,625
6,2116
6,2523
6,2634
6,2117
6,2588
6,2753
6,1354
6,545
6,1645
6,35
6,1809
6,1475
6,2605
6,2725
6,3002
6,738
6,2528
6,100
6,1501
6,1680
6,2856
6,614
6,1512
6,56
6,2694
6,2761
6,196
6,15
6,1022
6,2072
6,103
6,1967
6,3021
6,1545
6,410
6,1052
6,1441
6,504
6,3099
6,2908
6,1966
6,1263
6,488
7,2286
7,1142
7,46
7,513
7,2736
7,8
7,1113
7,807
7,121
7,2587
7,90
7,2361
7,2979
7,347
7,85
7,1982
7,830
8,2038
8,2234
8,190
8,1129
8,1418
8,613
8,2227
8,1413
8,979
8,85
8,1111
8,2329
8,2976
8,1909
8,2028
8,1898
8,2900
8,2840
8,271
8,1688
8,248
9,2612
9,483
9,2820
9,2828
9,434
9,2882
9,1813
9,1409
9,1052
9,1667
9,1041
9,1417
9,565
9,2710
9,386
9,2754
9,455
9,2199
9,1038
9,14
9,2536
9,2149
9,835
9,1022
9,631
9,2485
9,2527
9,2086
9,1246
9,469
9,960
9,381
9,1214
9,1169
10,1599
10,1547
10,119
10,278
10,655
10,128
10,2217
10,1076
10,696
10,1102
10,183
10,39
10,125
10,1872
10,1121
10,2329
10,1319
10,148
10,1095
10,2610
10,835
10,1053
10,1901
10,865
10,2871
10,827
10,928
10,1099
10,1838
10,2779
10,782
10,667
10,2356
10,2192
10,1819
10,2904
10,2316
10,2679
10,1486
10,110
10,595
11,243
11,1580
11,2344
11,1500
11,2263
11,1789
11,322
11,1615
11,451
11,678
11,1790
11,1150
11,114
11,2878
11,1399
11,1481
11,307
11,2270
