source,target
0,10
0,942
0,1709
0,856
0,667
0,187
0,1329
0,2333
0,1556
0,1364
0,949
0,2103
0,1321
0,2399
0,1078
0,1454
0,410
0,2522
0,168
0,27
0,742
0,318
0,1349
0,2325
0,314
0,2462
0,109
0,1885
0,104
0,2519
0,790
0,1818
0,1452
0,1059
0,1479
0,849
0,911
0,243
0,2290
0,655
0,2308
0,2025
0,409
0,352
0,2322
0,1194
0,1773
0,358
0,525
0,2011
0,2026
0,34
0,2475
0,1514
0,2538
0,2232
0,2056
0,889
0,896
0,530
0,2047
0,2718
0,442
0,1785
0,1735
0,2142
0,2494
0,568
0,843
0,2694
0,776
0,567
0,209
0,1772
0,8
0,185
0,2183
0,2733
0,1319
0,1777
0,108
0,1882
0,2242
0,2743
0,472
0,1039
0,2708
0,2685
0,1142
0,1728
0,2148
0,1780
0,1710
0,1416
0,858
0,2015
0,320
0,1793
0,2347
0,457
0,1467
0,1800
0,1900
0,1498
0,244
1,99
1,562
1,1985
1,400
1,220
1,1076
1,1032
1,750
1,1676
1,1268
1,1884
1,92
1,719
1,2572
1,1845
1,1645
1,428
1,1965
1,2279
1,2107
1,2021
1,41
1,1899
1,2620
1,781
1,2227
1,829
1,1648
1,875
1,976
1,1900
1,2542
1,926
1,1571
1,202
1,1272
1,1890
1,2563
1,997
1,274
1,552
1,1070
1,133
1,1335
1,181
1,1384
1,1872
1,1579
1,311
1,2060
1,495
1,731
1,659
1,1213
1,1679
1,1603
1,2668
1,2090
1,968
1,860
1,2709
1,471
1,1659
1,2275
1,1523
1,862
1,2677
1,378
1,207
1,555
1,1141
1,1929
1,2736
1,2201
1,2475
1,749
1,2774
1,2746
1,800
1,848
1,2720
1,1459
1,31
1,2302
1,1891
1,593
1,1685
1,124
1,2472
1,2613
1,401
1,1392
1,1969
1,382
1,812
1,1958
1,962
1,1988
1,867
1,1132
1,1598
1,122
1,644
1,1491
1,2028
1,1641
1,1158
1,209
1,1869
1,1566
1,1664
2,2103
2,1820
2,124
2,2044
2,676
2,2050
2,913
2,1725
2,1541
2,2129
2,1515
2,1248
2,2043
2,2403
2,1041
2,446
2,644
2,91
2,2690
2,1391
2,881
2,1720
2,2808
3,327
3,799
3,998
3,2140
3,2305
3,178
3,201
3,2697
3,2138
3,2712
3,404
3,2300
3,2554
3,1540
3,602
3,865
3,1831
3,2609
3,2751
3,132
3,2627
3,650
3,120
3,409
4,686
4,307
4,567
4,644
4,816
4,1189
4,1924
4,1568
4,661
4,469
4,2200
4,1110
4,503
4,650
4,2500
4,1132
4,689
4,2158
4,2144
4,1451
4,904
4,1698
4,1551
4,927
4,2169
4,118
4,382
4,2343
4,161
4,948
4,2316
4,1518
4,1490
4,1549
4,2652
4,1722
4,2484
4,1048
4,57
4,1203
4,2539
4,2662
4,1947
4,1380
4,2746
4,2620
4,1861
4,1468
4,1975
4,558
4,394
4,2434
4,1621
4,1330
4,2499
4,2059
4,55
4,1539
4,1672
4,994
4,517
4,434
4,2425
4,1649
4,872
4,1794
4,1853
4,601
4,401
4,1136
4,175
4,834
4,2050
4,2602
4,2298
4,2690
4,1191
4,5
4,1804
4,2796
4,2447
4,1427
4,2283
4,954
4,978
4,1638
5,1850
5,2035
5,1661
5,1973
5,2012
5,2232
5,25
5,641
5,2522
5,1215
5,370
5,2230
5,1437
5,1438
5,306
5,2301
5,521
5,897
5,1373
5,578
5,2195
5,2379
5,1920
5,148
5,2282
5,1347
5,2449
5,921
5,2342
5,1910
5,680
5,490
5,2380
6,203
6,303
6,120
6,1352
6,93
6,831
6,187
6,892
6,595
6,783
6,1584
6,1432
6,2057
6,1823
6,149
6,2538
6,1885
6,2388
6,2524
6,1188
6,587
6,1531
6,960
6,2136
6,2563
6,1995
6,352
6,45
6,2017
6,1447
6,220
6,432
6,7
6,1452
6,967
6,2419
6,2436
6,943
6,998
6,986
6,2698
6,334
6,2639
6,223
6,793
6,2559
6,868
6,824
6,456
6,1881
6,2000
6,2531
6,611
6,282
6,1283
6,348
6,575
6,1029
6,333
6,50
6,1053
6,59
6,1711
6,1186
6,2099
6,657
6,1929
6,2330
7,2286
7,1091
7,381
7,1900
7,1142
7,1999
7,1475
7,519
7,1790
7,1711
7,1512
7,652
8,2322
8,1430
8,1081
8,840
8,2049
8,2135
8,2305
8,884
8,2749
8,460
8,2201
8,1212
8,1916
8,724
8,2461
8,2038
8,1126
8,1489
8,762
9,49
9,2107
9,584
9,1191
9,575
9,2612
9,497
9,1979
9,675
9,1789
9,774
9,2163
9,2123
9,43
9,483
9,2177
9,2397
9,277
9,2617
9,2594
9,1354
9,673
9,2439
9,1511
9,1394
9,1618
9,57
9,434
9,1282
9,335
10,1321
10,1866
10,2528
10,2090
10,2507
10,807
10,365
10,692
10,530
10,1599
10,765
10,1547
10,88
10,661
10,2131
10,2354
10,1604
10,2123
10,1332
10,1780
10,289
10,1180
10,1774
10,1902
10,2309
10,385
10,1062
10,309
10,2517
10,1355
10,1745
10,1339
10,1751
10,1041
10,1226
10,954
10,1259
11,138
11,2447
11,846
11,172
11,274
11,315
11,29
11,509
11,130
11,2588
11,2717
11,1862
11,2601
11,2311
11,841
11,1105
11,554
11,243
11,2604
11,924
11,1815
11,1716
11,1416
11,2293
11,999
11,1445
11,1264
11,1104
11,657
11,992
11,2258
11,2045
12,191
12,1892
12,105
12,263
12,1308
12,2062
12,2429
12,662
12,131
12,2264
12,2514
12,121
12,278
12,2253
12,1534
12,269
12,273
12,1712
12,964
13,1445
13,201
13,982
13,1688
13,2032
13,802
13,409
13,1958
13,1920
13,1231
13,1319
13,2101
13,2296
13,1510
13,912
13,2501
13,1000
13,2419
14,1178
14,2176
14,1583
14,401
14,721
14,525
14,2765
14,655
14,1942
14,821
14,1961
14,894
14,529
14,2135
14,788
14,1973
14,126
14,2646
15,923
15,719
15,154
15,622
15,2373
15,1503
15,551
15,499
15,2123
15,720
15,105
15,850
15,87
15,164
15,235
15,993
15,125
15,1861
15,429
15,107
15,1811
15,2274
15,2391
15,1682
15,1263
15,647
15,353
15,1941
15,339
15,1459
15,638
15,735
15,685
15,1145
15,818
15,181
15,2118
15,2101
15,2058
15,424
