source,target
0,742
0,1796
0,1685
0,599
0,1361
0,2343
0,246
0,3011
0,2478
0,891
0,1864
0,3167
0,2335
0,1603
0,1496
0,1487
0,1097
0,1226
0,3189
0,2036
0,2378
0,2951
0,2852
0,2803
0,538
0,795
0,1790
0,1397
0,2376
0,989
0,2149
0,1525
0,2557
0,844
0,2389
0,2439
0,512
0,2554
0,128
0,3069
0,737
0,1328
0,3309
0,2239
0,1925
0,3030
0,667
0,1203
0,2240
0,3306
0,3355
0,1316
0,2265
0,1537
0,2452
0,2342
0,1178
0,1103
0,1296
0,241
0,1161
0,720
0,3157
0,3155
0,1694
0,3235
0,2920
0,3071
0,1807
0,926
0,2203
0,1488
0,1282
0,3342
0,963
0,668
0,1867
0,3145
0,2277
0,1341
0,1522
0,2833
0,3234
0,2074
0,857
0,393
0,3212
0,544
0,925
0,3111
0,561
0,1242
0,31
0,2454
0,3425
0,1691
0,247
1,2411
1,2463
1,453
1,2795
1,2052
1,2626
1,1581
1,757
1,630
1,960
1,1121
1,2992
1,1588
1,2107
1,68
1,2113
1,470
1,2118
1,1679
1,689
1,2542
1,712
1,1135
1,1994
1,1510
1,2477
1,780
1,3207
1,5
1,3263
1,1068
1,3182
1,2313
1,1330
1,2769
1,2388
1,339
1,1822
1,2308
1,1532
1,1884
1,3305
1,559
1,1874
1,219
1,943
1,616
1,289
1,430
1,2497
1,2672
1,2325
1,43
1,284
1,1651
1,2969
1,2983
1,2865
1,886
1,1165
1,318
1,1397
1,455
1,2694
1,2995
1,3038
1,2103
1,54
1,2111
1,634
1,607
1,228
1,2021
1,2594
1,2455
1,1158
1,2703
1,2201
1,812
1,3015
1,446
1,560
1,2218
1,1633
1,1969
1,2018
1,1111
1,3309
1,563
1,904
1,1944
1,1365
1,2515
1,2141
1,3011
1,2671
1,3424
2,1596
2,1179
2,461
2,2084
2,1900
2,164
2,2042
2,2003
2,1351
2,786
2,531
2,2182
2,2475
2,2077
2,655
2,2931
2,2012
2,3273
2,693
2,1537
2,2163
2,1115
2,1365
2,271
2,1011
2,3146
2,1385
2,3200
2,469
2,1567
2,1229
2,1266
2,2011
2,304
3,2220
3,2207
3,540
3,2866
3,103
3,568
3,597
3,78
3,526
3,1977
3,1135
3,3141
3,2870
3,2573
3,953
3,198
3,3303
3,24
3,811
3,2967
3,2714
3,1355
3,3172
3,1012
3,2796
3,2235
3,687
3,2253
3,2544
3,2017
3,363
3,2707
3,3078
3,936
3,2322
3,3046
3,2827
3,428
4,235
4,2783
4,845
4,1096
4,2108
4,1274
4,365
4,2284
4,646
4,512
4,1687
4,34
4,1053
4,2759
4,2919
4,2840
4,1099
4,128
4,859
4,3196
4,1497
4,2792
4,2239
4,785
4,356
4,559
4,1604
4,1141
4,2062
4,1793
4,736
4,3137
4,105
4,2653
4,3123
4,608
4,2654
4,2437
4,595
4,2427
4,1395
4,2458
4,349
4,881
4,3164
4,71
4,960
4,678
4,1615
4,3133
4,951
4,554
4,834
4,2326
4,176
4,1375
4,98
4,2178
4,966
4,413
4,1576
4,393
4,2960
4,2252
4,3067
4,1368
4,3216
4,1669
4,109
4,224
4,27
4,1220
4,1903
4,1773
4,2843
4,838
4,445
4,1936
4,402
4,774
4,593
4,896
5,2381
5,653
5,1478
5,1580
5,2642
5,2160
5,3028
5,2613
5,3135
5,2300
5,2176
5,1138
5,998
5,1001
5,1188
5,1742
5,1574
5,833
5,518
5,1645
5,3308
5,1373
5,3108
5,1660
5,400
5,2512
5,545
5,120
5,1764
5,1474
5,2902
5,94
5,921
5,1954
5,362
5,666
5,179
5,153
5,2505
5,167
5,2738
6,1354
6,3021
6,914
6,3107
6,1075
6,101
6,2274
6,1242
6,905
6,1090
6,763
6,1420
6,173
6,280
6,1937
6,1725
6,997
6,3024
6,412
6,1464
6,1403
6,1604
6,935
6,2037
6,108
6,1339
6,3060
6,1149
6,2464
6,3009
6,322
6,3102
6,3001
6,2513
6,818
6,2798
6,1193
6,359
6,1880
6,1787
6,807
6,937
6,1265
6,2605
6,2601
6,387
6,901
6,2999
6,1433
6,1851
6,2426
6,222
6,152
6,399
6,1086
6,1824
6,522
6,641
6,290
6,1567
6,3067
6,501
6,3291
6,2192
6,136
6,2177
6,1237
6,3323
6,545
7,2361
7,1544
7,2541
7,2348
7,245
7,2814
7,2649
7,2792
7,3193
7,2895
7,881
7,404
7,1683
7,2522
7,406
7,729
7,1703
7,3135
7,239
8,2377
8,2589
8,2281
8,654
8,470
8,2597
8,1529
8,2462
8,420
8,2586
8,1687
8,1037
8,1713
8,87
8,255
8,2424
8,3173
8,1881
8,801
8,381
8,328
8,1625
8,487
8,71
8,2248
9,1409
9,1985
9,1907
9,1028
9,2134
9,1231
9,1863
9,771
9,838
9,1779
9,1691
9,626
9,670
9,879
9,1119
9,765
9,1174
9,114
9,281
9,2604
9,2480
9,2795
9,1457
9,2032
9,1325
9,1973
9,107
9,1465
9,196
9,2345
9,3379
9,2570
9,2872
10,1102
10,2787
10,2969
10,541
10,421
10,2802
10,1167
10,268
10,2296
10,2582
10,2294
10,1898
10,2196
10,2485
10,477
10,2894
10,672
10,2095
10,238
10,1196
10,1765
10,1046
10,1663
10,1725
10,3297
10,3084
10,1322
10,2144
10,63
10,1975
10,1283
10,553
10,498
10,2587
10,257
10,1409
10,2684
10,2758
10,2245
10,2223
10,1391
10,2625
10,590
11,1796
11,2306
11,1164
11,87
11,2762
11,2421
11,947
11,1390
11,3122
11,3348
11,631
11,1744
11,3195
11,2906
11,2498
11,2915
11,1552
11,1945
11,3210
11,1830
11,522
11,3275
11,2918
11,1103
11,807
11,1466
11,519
11,1834
11,835
11,463
11,3406
11,1300
11,281
11,2225
11,896
11,2973
11,2778
12,874
12,1484
12,2481
12,67
12,1163
12,791
12,844
12,58
12,2334
12,1363
12,1281
12,63
12,175
12,1397
12,2032
12,674
12,2420
12,172
12,1375
12,1838
12,1108
12,2079
12,1046
12,1237
12,1338
12,2071
12,2278
12,901
13,1688
13,549
13,480
13,1478
13,816
13,674
13,334
13,276
13,488
13,3189
13,318
13,214
13,2435
13,2992
13,1696
13,1868
13,2843
13,887
13,2885
13,2554
13,2611
13,2976
13,2858
13,3430
13,2447
14,37
14,2223
14,227
14,73
14,596
14,951
14,54
14,2634
14,2862
14,376
14,1032
14,2902
14,696
14,2233
14,813
14,149
14,1010
14,3147
14,2719
14,3039
14,70
14,2601
14,884
14,2395
14,1654
15,590
15,1237
15,1992
15,2403
15,1831
15,854
15,3232
15,1908
15,618
15,2962
15,2379
15,289
15,2107
15,894
15,2237
15,2538
15,139
15,2330
15,360
15,881
15,3079
15,330
15,586
15,2597
15,781
15,2008
15,2876
15,435
15,1289
15,317
15,1116
15,2361
15,2904
15,1246
15,1555
15,1324
15,3271
15,495
15,2098
15,500
15,1471
15,1421
15,700
15,592
15,1596
15,1736
15,1756
15,3425
15,3435
15,790
15,1691
15,150
15,1887
15,1667
16,1165
16,171
16,3093
16,1525
16,757
16,1988
16,1970
16,1946
16,3063
16,1005
16,245
16,1562
16,3198
16,1057
16,3018
16,2501
16,3044
16,716
16,1944
16,1734
16,603
16,711
16,2188
16,3301
16,2631
16,2043
16,2384
16,2075
16,1021
16,917
16,1636
16,999
16,1880
16,2021
16,3261
16,1156
16,2229
16,1667
16,3343
16,2308
16,745
16,2270
16,605
16,647
16,411
16,2293
16,2076
16,1315
16,823
16,1298
16,2113
16,1728
16,1343
16,1172
16,935
16,832
17,1646
17,2325
17,2630
17,876
17,1742
17,1678
17,1776
17,2478
17,1130
17,1490
17,584
17,604
17,1999
17,91
17,3004
17,1834
17,28
17,3266
17,540
17,1661
17,1980
17,2043
17,2902
17,2576
17,2205
17,1660
17,1268
17,41
17,575
17,858
17,1988
17,553
17,1362
17,475
18,1556
18,1034
18,237
18,495
18,3217
18,2453
18,527
18,683
18,390
18,3245
18,170
18,2847
18,727
18,2950
18,2893
18,3009
18,1351
18,3162
18,2395
18,1935
18,2407
18,39
18,178
18,2085
18,553
18,1286
18,782
18,3338
18,830
18,122
19,640
19,64
19,1611
19,2830
19,33
19,292
19,2111
19,592
19,2488
19,1371
19,100
19,2453
19,711
19,2560
19,1893
19,1812
19,1475
19,1622
19,2543
19,1242
19,2253
19,2549
19,435
19,1698
20,355
20,3010
20,2455
20,2655
20,1974
20,106
20,218
20,342
20,2609
20,2156
20,1941
20,2689
20,169
20,2117
20,1512
20,987
20,240
20,885
20,1569
20,1501
20,2364
20,361
20,1250
20,2131
20,1364
20,403
20,1892
20,1894
21,3252
21,2811
21,48
21,1944
21,2322
21,2152
21,2390
21,3140
21,2365
21,825
21,663
21,1152
21,1542
21,782
21,108
21,2269
21,1083
21,1358
21,77
21,2716
21,789
22,1036
22,2901
22,1080
22,494
22,1970
22,3162
22,3168
22,276
22,3032
22,3274
22,1010
22,3297
22,2602
22,956
22,927
22,1098
22,2923
22,1077
22,2328
22,3108
22,1841
22,2271
22,2997
22,3283
22,462
22,160
23,2526
23,1215
23,435
23,2389
23,680
23,594
23,2895
23,152
23,802
23,2404
23,250
23,280
23,217
23,2747
23,1315
23,1535
23,2392
23,799
23,1220
24,231
24,261
24,2436
24,1975
24,2792
24,1385
24,2766
24,2117
24,1225
24,1163
24,1978
24,2358
24,1852
24,2430
24,669
24,3194
24,2250
24,693
24,651
24,1084
24,1123
25,2548
25,169
25,396
25,1714
25,398
25,2957
25,2222
25,37
25,616
25,1036
25,3278
25,517
25,1971
25,541
25,1216
25,2138
25,2671
25,3200
25,454
25,1585
25,1041
25,390
25,1231
25,2996
25,1779
25,1314
25,3082
25,2092
25,879
25,1778
25,1518
25,1186
25,2636
25,2199
25,2264
25,193
25,3178
25,2298
25,1249
26,1178
26,292
26,1886
26,328
26,523
26,973
26,1167
26,320
26,1335
26,3106
26,542
26,1186
26,1044
26,539
26,1048
26,3043
26,576
26,2151
26,556
26,2804
26,3101
26,2499
26,2224
26,2939
26,2228
26,2575
26,1608
26,2545
26,2415
26,2918
26,2338
26,2971
26,1137
26,425
26,806
26,2150
26,1012
26,2005
26,151
26,1688
26,1092
26,1484
26,2330
26,981
26,1376
26,1663
26,1651
27,1396
27,2754
27,1732
27,1704
27,126
27,2606
27,465
27,3076
27,1534
27,1143
27,2498
27,2900
27,2015
27,337
27,100
27,2772
27,767
27,564
27,2933
27,1159
27,2461
27,1658
27,2125
27,651
27,732
27,191
27,1482
27,1656
27,260
27,2149
27,1694
27,2494
27,3292
27,791
27,1218
27,1909
27,3123
27,1612
27,930
27,102
27,3070
27,43
28,354
28,858
28,2218
28,1750
28,2068
28,2778
28,2435
28,2841
28,2275
28,519
28,3068
28,207
28,3382
28,3186
28,2819
28,1592
28,277
28,1781
28,1921
28,1787
28,1104
29,729
29,1734
29,2724
29,1628
29,2420
29,2506
29,1653
29,2990
29,2965
29,209
29,1370
29,1238
29,2572
29,2434
29,327
29,3323
29,1068
29,1223
29,1508
29,1289
29,3247
29,1675
29,2691
29,654
29,2411
29,225
29,319
30,1422
30,1726
30,1682
30,3088
30,3176
30,3311
30,2943
30,1831
30,418
30,1265
30,1127
30,1212
30,2439
